frame_seq,target_bitrate_kbps,rtt_ms,timestamp_us
0,283,0,3800832747
1,283,0,3800864403
2,283,0,3800868264
3,283,0,3800878071
4,1607,0,3801023654
5,3115,0,3801303498
6,3115,0,3801308442
7,3115,0,3801314650
8,3115,0,3801318791
9,3115,0,3801343481
10,3115,0,3801377811
11,3115,0,3801411092
12,3115,0,3801444174
13,3115,0,3801477568
14,3115,0,3801511049
15,3115,0,3801546109
16,3115,0,3801580745
17,3115,0,3801611492
18,3115,0,3801644077
19,3115,0,3801677301
20,3115,0,3801710749
21,3115,0,3801778955
22,3115,0,3801859076
23,3115,0,3801903326
24,3115,0,3801926298
25,3115,0,3801930275
26,3115,0,3801943813
27,3115,0,3801976903
28,3115,0,3802010988
29,3157,4,3802044002
30,3157,4,3802077017
31,3157,4,3802111161
32,3157,4,3802195641
33,3157,4,3802365577
34,3157,4,3802422099
35,3157,4,3802478896
36,3157,4,3802482678
37,3157,4,3802486592
38,3157,4,3802510719
39,3157,4,3802544490
40,3157,4,3802577762
41,3157,4,3802611511
42,3157,4,3802643967
43,3157,4,3802677318
44,3157,4,3802710243
45,3157,4,3802744479
46,3157,4,3802777675
47,3157,4,3802810991
48,3157,4,3802886412
49,3157,4,3802947625
50,3157,4,3803072165
51,3157,4,3803076942
52,3157,4,3803081893
53,3157,4,3803110262
54,3157,4,3803144667
55,3157,4,3803177445
56,3157,4,3803210645
57,3157,4,3803243604
58,3157,4,3803277901
59,3157,4,3803310992
60,3157,4,3803344035
61,3157,4,3803376992
62,3157,7,3803411168
63,3157,7,3803444313
64,3157,7,3803477395
65,3157,7,3803510275
66,3157,7,3803544801
67,3157,7,3803578071
68,3157,7,3803667102
69,3157,7,3803671320
70,3157,7,3803677474
71,3157,7,3803710487
72,3157,7,3803744700
73,3157,7,3803777993
74,3157,7,3803811860
75,3157,7,3803844387
76,3157,7,3803917238
77,3157,7,3803922780
78,3157,7,3803944584
79,3157,7,3803977411
80,3157,7,3804011004
81,3157,7,3804043514
82,3155,6,3804078788
83,3155,6,3804111867
84,3155,6,3804144865
85,3155,6,3804177968
86,3155,6,3804210721
87,3155,6,3804243933
88,3155,6,3804277711
89,3155,6,3804310753
90,3155,6,3804344747
91,3155,6,3804377741
92,3155,6,3804410922
93,3155,6,3804443858
94,3155,6,3804477849
95,3155,6,3804512025
96,3155,6,3804544528
97,3155,6,3804577562
98,3155,6,3804610955
99,3155,6,3804644109
100,3155,6,3804677628
101,3155,6,3804710678
102,3155,6,3804744088
103,3155,6,3804777090
104,3155,6,3804810538
105,3155,6,3804844065
106,3155,6,3804878971
107,3155,6,3804911544
108,3155,6,3804944856
109,3155,6,3804978657
110,3155,6,3805010828
111,3155,6,3805044716
112,3155,6,3805077878
113,3155,6,3805111575
114,3155,6,3805144548
115,3155,6,3805177621
116,3155,6,3805210835
117,3155,6,3805243988
118,3155,6,3805276981
119,3155,6,3805310973
