frame_seq,target_bitrate_kbps,rtt_ms,timestamp_us
0,283,0,4466963727
1,284,0,4466992646
2,868,0,4467025489
3,868,0,4467060161
4,1659,0,4467125793
5,3148,0,4467225449
6,3148,0,4467324712
7,3148,0,4467358066
8,3148,0,4467392591
9,3148,0,4467425873
10,3148,0,4467458968
11,3148,0,4467493410
12,3148,0,4467526310
13,3148,0,4467558449
14,3148,0,4467591274
15,3148,0,4467625449
16,3148,0,4467657961
17,3148,0,4467691816
18,3148,0,4467724279
19,3148,0,4467757992
20,3148,0,4467792603
21,3148,0,4467825445
22,3148,0,4467860339
23,3148,0,4467892512
24,3148,0,4467924929
25,3148,0,4467958851
26,3148,0,4467992131
27,3148,0,4468026127
28,3148,0,4468059779
29,3148,0,4468091755
30,3148,0,4468124719
31,3148,0,4468160377
32,3148,0,4468192290
33,3148,0,4468224598
34,3148,0,4468258674
35,3148,0,4468292062
36,3148,0,4468326012
37,3148,0,4468359206
38,3148,0,4468392064
39,3148,0,4468425183
40,3148,0,4468457778
41,3148,0,4468492020
42,3148,0,4468525246
43,3148,0,4468558014
44,3148,0,4468592387
45,3148,0,4468624819
46,3191,5,4468658908
47,3191,5,4468692683
48,3191,5,4468726050
49,3191,5,4468758513
50,3191,5,4468791258
51,3191,5,4468825539
52,3191,5,4468858386
53,3191,5,4468893084
54,3191,5,4468925188
55,3191,5,4468958885
56,3191,5,4468991673
57,3191,5,4469025477
58,3191,5,4469058224
59,3191,5,4469092105
60,3191,5,4469125081
61,3191,5,4469157710
62,3191,5,4469191545
63,3191,5,4469225601
64,3191,5,4469258533
65,3191,5,4469291522
66,3191,5,4469325169
67,3191,5,4469358573
68,3191,5,4469392105
69,3191,5,4469425298
70,3191,5,4469458061
71,3191,5,4469492760
72,3191,5,4469525680
73,3191,5,4469558912
74,3191,5,4469592122
75,3191,5,4469626141
76,3191,5,4469659251
77,3191,5,4469691565
78,3191,5,4469725731
79,3191,5,4469758754
80,3191,5,4469791886
81,3191,5,4469825102
82,3191,5,4469858000
83,3191,5,4469891406
84,3191,5,4469926009
85,3191,5,4469958555
86,3191,5,4469991410
87,3190,7,4470024985
88,3190,7,4470059413
89,3190,7,4470092901
90,3190,7,4470126228
91,3190,7,4470158395
92,3190,7,4470191182
93,3190,7,4470224678
94,3190,7,4470259429
95,3190,7,4470291454
96,3190,7,4470326619
97,3190,7,4470358900
98,3190,7,4470391872
99,3190,7,4470425360
100,3190,7,4470459322
101,3190,7,4470493147
102,3190,7,4470525297
103,3190,7,4470558542
104,3190,7,4470593950
105,3190,7,4470627681
106,3190,7,4470659989
107,3190,7,4470692770
108,3190,7,4470726386
109,3190,7,4470758776
110,3190,7,4470792882
111,3190,7,4470825774
112,3190,7,4470858713
113,3189,9,4470892276
114,3189,9,4470924720
115,3189,9,4470958495
116,3189,9,4470991543
117,3189,9,4471025563
118,3189,9,4471058389
119,3189,9,4471092090
120,3189,9,4471125816
121,3189,9,4471158873
122,3189,9,4471191919
123,3189,9,4471224651
124,3189,9,4471258664
125,3189,9,4471291652
126,3189,9,4471325717
127,3189,9,4471358292
128,3189,9,4471392105
129,3189,9,4471425637
130,3189,9,4471458804
131,3189,9,4471491704
132,3189,9,4471526594
133,3189,6,4471558861
134,3189,6,4471591580
135,3189,6,4471625800
136,3189,6,4471659518
137,3189,6,4471692024
138,3189,6,4471725752
139,3189,6,4471759534
140,3189,6,4471792232
141,3189,6,4471825729
142,3189,6,4471860086
143,3189,6,4471893634
144,3189,6,4471927068
145,3189,6,4471960184
146,3189,6,4471993206
147,3189,6,4472025276
148,3189,6,4472060660
149,3189,6,4472092217
150,3189,6,4472126504
151,3189,7,4472158925
152,3189,7,4472192589
153,3189,7,4472224975
154,3189,7,4472259149
155,3189,7,4472291803
156,3189,7,4472324988
157,3189,7,4472358258
158,3189,7,4472393497
159,3189,7,4472425492
160,3189,7,4472458482
161,3189,7,4472491683
162,3189,7,4472525566
163,3189,7,4472558442
164,3189,7,4472592513
165,3189,7,4472625297
166,3189,7,4472658538
167,3189,7,4472691319
168,3189,7,4472724659
169,3189,7,4472759123
170,3189,7,4472792190
171,3189,7,4472825055
172,3189,7,4472858821
173,3189,7,4472892441
174,3189,7,4472925330
175,3189,7,4472959182
176,3189,7,4473002246
177,3189,7,4473037347
178,3189,7,4473060655
179,3189,7,4473092855
180,3189,7,4473125909
181,3189,7,4473159471
182,3189,7,4473192645
183,3189,7,4473225397
184,3189,7,4473257527
185,3189,7,4473292113
186,3189,7,4473325353
187,3189,7,4473358900
188,3189,7,4473391410
189,3189,7,4473426292
190,3189,7,4473458617
191,3189,7,4473492756
192,3189,7,4473524613
193,3189,7,4473558754
194,3189,6,4473591746
195,3189,6,4473625718
196,3189,6,4473658898
197,3189,6,4473692499
198,3189,6,4473725031
199,3189,6,4473758153
200,3189,6,4473791479
201,3189,6,4473825998
202,3189,6,4473858212
203,3189,6,4473891953
204,3189,6,4473924852
205,3189,6,4473959784
206,3189,6,4473991886
207,3189,6,4474025031
208,3189,6,4474058558
209,3189,6,4474092148
210,3189,6,4474124862
211,3189,5,4474159193
212,3189,5,4474192472
213,3189,5,4474225843
214,3189,5,4474259395
215,3189,5,4474291123
216,3189,5,4474324428
217,3189,5,4474359115
218,3189,5,4474392708
