frame_seq,target_bitrate_kbps,rtt_ms,timestamp_us
0,283,0,4011546435
1,283,0,4011549724
2,283,0,4011556616
3,283,0,4011621179
4,283,0,4011628203
5,283,0,4011635285
6,283,0,4011641893
7,283,0,4011648934
8,283,0,4011655488
9,279,0,4011662784
10,279,0,4011671918
11,279,0,4011704159
12,1944,0,4011737930
13,1944,0,4011773403
14,3206,0,4011839398
15,3206,0,4011997988
16,3253,43,4012412811
17,3253,43,4012427697
18,3253,43,4012436098
19,3253,43,4012443277
20,3253,43,4012450930
21,3253,43,4012458957
22,3253,43,4012465377
23,3253,43,4012473236
24,3253,43,4012480379
25,3253,43,4012487129
26,3253,43,4012495066
27,3253,43,4012558029
28,3253,43,4012621655
29,3253,43,4012628254
30,3253,43,4012636437
31,3253,43,4012644032
32,3253,43,4012652963
33,3253,43,4012660944
34,3253,43,4012667378
35,3253,43,4012675406
36,3253,43,4012682231
37,3253,43,4012706052
38,3253,43,4012739591
39,3253,43,4012773100
40,3253,43,4012807678
41,3253,43,4012841656
42,3253,43,4012960771
43,3253,43,4013025164
44,3253,43,4013031621
45,3253,43,4013038702
46,3253,43,4013045651
47,3253,43,4013053492
48,3253,43,4013074111
49,3253,43,4013106596
50,3253,43,4013139112
51,3253,43,4013173635
52,3253,43,4013205774
53,3253,43,4013239635
54,3253,43,4013272987
55,3253,43,4013306726
56,3253,43,4013339852
57,3253,43,4013373227
58,3253,43,4013405920
59,3253,43,4013439221
60,3253,43,4013473644
61,3253,43,4013506343
62,3247,6,4013539762
63,3247,6,4013574090
64,3247,6,4013606241
65,3247,6,4013639215
66,3247,6,4013728805
67,3247,6,4013736123
68,3247,6,4013743718
69,3247,6,4013772390
70,3247,6,4013806360
71,3247,6,4013839837
72,3247,6,4013872385
73,3247,6,4013907231
74,3247,6,4013938966
75,3247,6,4013972795
76,3247,6,4014005604
77,3247,6,4014040343
78,3247,6,4014073114
79,3247,6,4014105775
80,3247,6,4014139033
81,3247,6,4014172601
82,3247,6,4014205167
83,3247,6,4014239291
84,3247,6,4014272421
85,3247,6,4014306705
86,3247,6,4014339279
87,3247,6,4014372512
88,3248,7,4014406673
89,3248,7,4014439659
90,3248,7,4014472162
91,3248,7,4014506497
92,3248,7,4014539987
93,3248,7,4014670311
94,3248,7,4014749074
95,3248,7,4014755877
96,3248,7,4014763299
97,3248,7,4014769364
98,3248,7,4014776570
99,3248,7,4014783696
100,3248,7,4014807089
101,3248,7,4014840061
102,3248,7,4014873383
103,3248,7,4014906274
104,3248,7,4014939494
105,3248,7,4014973032
106,3248,7,4015005493
107,3248,7,4015097197
108,3248,7,4015104332
109,3248,7,4015111931
110,3248,7,4015140842
111,3248,7,4015173323
112,3248,7,4015206453
113,3248,7,4015239327
114,3248,7,4015373955
115,3248,7,4015380750
116,3248,7,4015388284
117,3248,7,4015395981
118,3248,7,4015407646
119,3248,7,4015513302
120,3248,7,4015520711
121,3248,7,4015527744
122,3248,7,4015540547
123,3248,7,4015573146
124,3248,7,4015606938
125,3248,7,4015639381
126,3248,7,4015673822
127,3248,7,4015706618
128,3248,7,4015740191
129,3248,7,4015773013
130,3248,7,4015805828
131,3248,7,4015840078
132,3248,7,4015873117
133,3248,7,4015906242
134,3248,7,4015938842
135,3248,7,4015972639
136,3248,7,4016007144
137,3248,7,4016039909
138,3248,7,4016072824
